uid,cid,workload,strategy
5f2895e11fafbf1d8b3c33b2,GA,3,"Some of them were obvious at a glance.  For the more complex ones, I used a tally chart on paper."
5bef31aa059b3200010715dc,GA,4,When it was straight high or low they were easier but then when you had to look for the mediums too that made it harder. It was also a bit difficult with the small image to know if the middle rectangle was coloured in or not and so i wasn't too confident on those answers. for a strategy I would count up all first and just try to work it out that way then see the answers that were given for us to choose from and if it was there I would assume I got it right and pick that answer. If the answer I came to wasnt there I would try to work it out again and if i still came to the same answer I would pick the closest answer to what I got.
5f561f7de875ba2271450b22,GA,3,Found the questions asking about the risk when combining two variables slightly confusing.
5d8cef3c28e183001a335ab0,HA,4,I found the first set of questions easy to answer but the second set of questions much harder as you were comparing two sets of information eg calcium may be under medium and high risk and you don't know which part to give more weight to when comparing  
5f513a957d4867156ab1d92b,HA,2,"just followed the training, it was easy to pick most common features "
5e3019c0b5ba77016e2bcaf4,HA,4,Too many boxes colours they all melded together
5c798745a67b9100015f2368,HA,1,"followed the chart, combining the features was sometimes hard"
59b6fc6662b30d0001b7a8bb,HA,2,I tried to remember clearly what I was taught in the exercise. The hardest part was to combine two features and draw appropriate conclusions.
5f10da001b822c2988fbdb89,HA,2,Looking at the mode value for each column/row and identifying it.
5e1829a4388ec910efd56602,HA,3,"I found the later questions (where you had to look at combinations) harder, and just followed the diagram for the earlier ones."
5f1a2bdfdf6e2412308b8bab,HA,4,I tried to follow to the best of my ability what I learned in the video I watched it twice 
5ef60090ad58c028b04808b6,HA,3,The questions where they asked for things that weren't necessarily in the rules were harder to judge
5d776e218a8d1d00166d36a6,HA,2,I just tried to remember the rules.
5a5d7a42acc75b00017a8193,HA,2,I figured which had the most in common
5a9cc4c66475f90001a001fd,HA,3,Looking for the most common combinations was one of the strategies. The hardest part was following the chart 
5eee0dc4b02df0070d4e7683,HA,5,Having to go through and count them all
5ee58a8d447e982daea7d1a4,HA,2,Ones taught in the practice guide
5a68cddb31b87a0001c75534,HA,2,may of hot first 2 wrong way round
5e73ed268c8f27364de746c5,HA,2,I just counted the number of LMH to answer the questions. 
5efd07dfcb009f1430a95663,HA,1,"I found it quite straight forward, just needed a few seconds to double check each answer"
5dd7eb4841fb3f785f7ec7c8,HA,1,"I carefully read the question and then identified the portion of the table that I should review (columns and rows). After counting the correct values, I quickly reread the question, double-checked my answer, and submitted."
5f35bb460db2f81d1dd66900,HA,2,I found the final 3 or so questions a lot harder than the first 6. For those 3 questions I'd look at what the features shared most
56d1f7f67bbc32000589a588,HA,1,I tried my best to memorise all the different combinations I could see within the model and the given features.
5ef7b614bd27420d56b047c0,HA,4,"Did not use any strategies, and found the answers towards the end of the study getting more challenging. "
5c5c9178dff4b30001aa7a9e,HA,2,simply compared the sets
5d4eafaaf86d5f00011fdf3d,HA,1,I identified the columns in the question then eliminated the Rules that didn't apply. I then tallied up using the remaining rules
5e7dd5b90923ad0009f80bbc,HA,4,I found the combinations hard but found the single ones easier
55b53384fdf99b2b69c82509,HA,3,No real strategies other than looking at the chart.
5def7438abf421000c416387,HA,4,I just figured out which sections had the most of high/medium/low and based my predictions on that. I found it hard to completely understand this model.
5d16f74040218700189a0fce,HA,3,"I kept a mental not of how many of each (l, m, h) for each type"
5e6059d3ac8ca53ac1da480e,HA,1,count twice to be sure
5f4f92a3ef108806270215c9,HA,4,If this equals that
5f4412624052727181839e3a,HA,2,I found the first set of questions quite easy as it was quite intuitive. The second set were more difficult although I think I got a few of them right.
56cb72f1edf8da000b6df137,HA,3,I made sure I studied the table
5c92f797803bff0017fef8dd,HA,2,It was easy to check the chart and add up the values for each rule. But sometimes the answers given didn't match the answers on the chart.
5f4e9257bceeac0a0241e1a2,HA,1,Machine Learning Models
5f53d2b30a752a7228aa34b7,HA,1,I compared the features that has most applications before selecting the right application.
5f58a36614fd69021c9288d1,HA,2,Based on my assumption.
5f4b1d3ecb08016e17e44e17,HA,1,Used statistical methods to sort out each possible combination and counted them in my head.
5de0b69ba91be311cb773b0b,HA,2,"I didn't use any strategies, I just analyzed the data and picked the correct answer. Most of the questions were easy but it was somewhat difficult to answer the questions where I had to find out the most common combination of low medium or high for two different values."
5efe13f00c3da12c9d4fb635,HA,3,"I looked at the categories on the right first (low risk or high risk) and then went to count up the # of L, M, H"
5ecee0266524362e5666f818,HA,2,Followed the strategy provide; 2nd question type harder to comprehend than first
5974c55334b844000168d278,HA,3,I attempted to count the number of values and combinations each time.
5ef0f3bbc970f445cc4ce237,HA,2,Matching the pairs up in my head - the final few questions were the most difficult due to having to make comparisons that weren't always necessarily side-by-side and that were more involved
59fa3f3705d1d60001f149da,HA,3,Thinking back over practise instructions to guide self as to how to answer actual questions
5b01e69aa496b300013d5b9b,HA,3,I found comparing two togehter rather tricky
5d0a1045b318b6001742ea0a,HA,4,I just had to take it slowly. Read carefully. Use the mouse to point at the values.
58d9a79c33fef3000118abdf,HA,2,I looked at the table and read it which was easy. I didn't find anything hard.
5ee0fc80afc30b0ccf0ea0d3,HA,2,"For the Type 1 questions I found it quite easy to use the illustration to find the right answers. I found the type 2 questions slightly more difficult though, so for these ones I checked the combinations suggested in the answers with what was available in the illustration provided, to save having to keep track of more than just 3 types of combinations."
5f3139b4bae43925de65216a,HA,3,General knowleadge and revision 
5f34279fcda0002d9e093c09,HA,4,counting up the values in each section
5de312201efe513486ed5569,HA,2,all easy
5f4839e6951dbe1c030df812,HA,2,I just looked at what had the most chances if that makes sense?
5ee57a019e80f50008aba206,HA,1,"read the question thoroughly, it was easy to follow"
5f0c40741fa6930438c1f19c,HA,3,"looking for the highest, lowest hen average. identify trend"
5be0bf8e292b64000169a165,HA,4,"The combined values were the hardest. I just counted up the occurrences of the features in the rules, but in the combinations I wasn't as confident of getting the right answer."
5d90298097a2130015f3fa3c,HA,3,I tried studying the diagrams with what the tutorial and practices taught me. 
5f512315a90f9b305d92c8f5,HA,2,"I was counting in my head, but it was hard with the second set of questions to be sure I was isolating the correct cells - if I had access to the data I would most likely be highlighting cells to ensure I was focusing on the correct ones"
5d7369a9ff5c0e001952986e,HA,3,I found having so many different sections and to be really overwhelming and made it hard for me to compare the two sections
5f4e2cd9edde0cb197d6b0b2,HA,1,visual 
5f57c77fc54e382d46b65cfa,HA,3,Harder for combinations questions 
5f48977830f69f364ad3d331,HA,1,Track my combinations
5efa66c030577f1782e0311a,HA,2,Followed the instructions and practice questions provided. The questions I found hardest were the combination questions and found the rest relatively easy.
5eb87e96121d857d18e28e28,HA,2,I found most of the questions easy to answer. Some of the combination questions were a little more difficult.
5db0e56e95628c0011e6df82,HA,3,"The only difficult part (I think) was weighing up the frequency of different values across multiple items. In retrospect, I think I messed up the last 3 questions and wish I could look at them again (lol)."
5ecbdb76e72f9577c2ad60d6,HA,2,"followed the instructions, and double checked my answers. the hardest were where there were multiple answers on the same line - ie low+medium or medium + high"
5ef63e2638b9f0303d5e4e72,HA,5,conflicting questions gut feeling only in some machine may give error or 2 answers
5eadba3c2ee2df08c162dc70,HA,1,Went through each combination and added them up.
5f1c6da2c4f2700bd5139994,HA,2,The last 6 questions in the test were harder because there was more focus needed 
5eff6492814d8101d8ca4bcc,HA,3,"I looked at the categories on the right first (low risk or high risk) and then went to count up the # of L, M, H"
5f5174760868af3ce9a5d9f7,HA,3,Simply count how many of each section had the most. example: what had the most L's or M's in their respective column. Then refer back to the question to see what the answer is.
59b73df56039190001eaa9e7,HA,2,"I just tried to remember what I learnt from the tutorials and practice questions. I mostly found it easy, but I think I got a few wrong in retrospect."
5f4fdc5c17b4c210b9f57f4e5f4fdc5c17b4c210b9f57f4e,HA,3,it was hard to follow sometimes. i mostly used comparing and ontrasting techniues 
5f233ef24281050e715ca769,HA,2,I used the training and practice questions to aid my judgement.
5f084541958a6502a4f7233d,HA,2,used logic
5bc4784e85214800017d8c1a,HA,3,"when there were two variants and the question seemed more difficult, I would automatically look at the possible options and would eliminate 2 of the 3"
5be09f04292b640001699b20,HA,2,I tried to remember my training from the videos and the practise test. I found it hard remembering the methods but easy in some parts.
5f25c45891051f000bee3ea7,HA,2,i viewed the chart and looked for patterns. i found it relatively easy but requiring full attention.
5df22e4c361a85123b9467d0,HA,2,Locating patterns and comparing data carefully
5f2b0f0be865284c2b3fa91d,HA,2,I found it easy to find the exact points in the table I needed.
5ebc4cf20a5e67079c78776d,HA,4,i found remembering the technicalities of the model and putting it into practice
5e36fcbec0a4dc6800b82e28,HA,2,I learned from my mistake in the practice. I found the test questions easier than the training and practice. Whether that was learning by doing or overconfidence you'll know before me. I don't know it was a strategy so much as I took in the information from training and tried to apply it to the test. 
5f4d0e546aa639969e6d8701,HA,1,i studied a module in AI as I do computer science at university
5edd5ca2fa8f13101b0b0e27,HA,2,i just took my time to work it out
5f0354704532c82550263e33,HA,1,"Looked across the rows and followed them with my finger on the screen. Counted the numbers of L, M and H letters."
5f3f0641de4e871ea98cf4ee,HA,2,Writing out all of the combinations for each question.
